pixel_id,x,y,t,R,G,B,A,Gx,Gy
128,16.0,4.0,29.0,0.9725490196078432,0.9725490196078432,0.9725490196078432,1.0,8.5,-8.5
129,17.0,4.0,29.0,0.976470588235294,0.976470588235294,0.976470588235294,1.0,-20.5,-1.0
130,18.0,4.0,29.0,0.8117647058823529,0.8117647058823529,0.8117647058823529,1.0,-5.0,1.5
131,19.0,4.0,29.0,0.9372549019607844,0.9372549019607844,0.9372549019607844,1.0,15.5,121.5
132,20.0,4.0,29.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,1.0,-119.5,113.5
133,21.0,4.0,29.0,0.0,0.0,0.0,1.0,-119.0,114.5
134,22.0,4.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0
135,23.0,4.0,29.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,2.5,-13.0
136,24.0,4.0,29.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,-1.0,-1.5
137,25.0,4.0,29.0,0.0,0.0,0.0,1.0,-2.5,0.0
138,26.0,4.0,29.0,0.0,0.0,0.0,1.0,0.0,-3.5
139,27.0,4.0,29.0,0.0,0.0,0.0,1.0,0.0,-5.5
140,0.0,5.0,29.0,0.0,0.0,0.0,1.0,1.0,10.0
141,1.0,5.0,29.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,6.5,2.5
142,2.0,5.0,29.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,11.0,2.5
143,3.0,5.0,29.0,0.0901960784313725,0.0901960784313725,0.0901960784313725,1.0,-6.5,0.0
144,4.0,5.0,29.0,0.0,0.0,0.0,1.0,-11.5,5.0
145,5.0,5.0,29.0,0.0,0.0,0.0,1.0,0.0,2.0
146,6.0,5.0,29.0,0.0,0.0,0.0,1.0,127.5,103.0
147,7.0,5.0,29.0,1.0,1.0,1.0,1.0,119.5,98.5
148,8.0,5.0,29.0,0.9372549019607844,0.9372549019607844,0.9372549019607844,1.0,-6.0,10.5
149,9.0,5.0,29.0,0.9529411764705882,0.9529411764705882,0.9529411764705882,1.0,0.0,4.0
150,10.0,5.0,29.0,0.9372549019607844,0.9372549019607844,0.9372549019607844,1.0,-6.5,-3.5
151,11.0,5.0,29.0,0.9019607843137256,0.9019607843137256,0.9019607843137256,1.0,4.0,13.5
152,12.0,5.0,29.0,0.9686274509803922,0.9686274509803922,0.9686274509803922,1.0,-4.0,-22.5
153,13.0,5.0,29.0,0.8705882352941177,0.8705882352941177,0.8705882352941177,1.0,-27.5,13.0
154,14.0,5.0,29.0,0.7529411764705882,0.7529411764705882,0.7529411764705882,1.0,-3.0,4.0
155,15.0,5.0,29.0,0.8470588235294118,0.8470588235294118,0.8470588235294118,1.0,18.5,11.5
156,16.0,5.0,29.0,0.8980392156862745,0.8980392156862745,0.8980392156862745,1.0,15.5,-12.5
157,17.0,5.0,29.0,0.9686274509803922,0.9686274509803922,0.9686274509803922,1.0,-2.5,-3.0
158,18.0,5.0,29.0,0.8784313725490196,0.8784313725490196,0.8784313725490196,1.0,-2.0,23.0
159,19.0,5.0,29.0,0.9529411764705882,0.9529411764705882,0.9529411764705882,1.0,4.5,-14.0
160,20.0,5.0,29.0,0.9137254901960784,0.9137254901960784,0.9137254901960784,1.0,-7.0,-4.5
161,21.0,5.0,29.0,0.8980392156862745,0.8980392156862745,0.8980392156862745,1.0,-116.5,115.0
162,22.0,5.0,29.0,0.0,0.0,0.0,1.0,-114.5,118.5
163,23.0,5.0,29.0,0.0,0.0,0.0,1.0,2.0,-1.0
164,24.0,5.0,29.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,5.0,-2.5
165,25.0,5.0,29.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,-2.0,0.0
166,26.0,5.0,29.0,0.0,0.0,0.0,1.0,-5.0,6.0
167,27.0,5.0,29.0,0.0,0.0,0.0,1.0,0.0,5.5
168,0.0,6.0,29.0,0.0784313725490196,0.0784313725490196,0.0784313725490196,1.0,-4.0,0.0
169,1.0,6.0,29.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,-7.0,-0.5
170,2.0,6.0,29.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-8.0,-6.5
171,3.0,6.0,29.0,0.0,0.0,0.0,1.0,2.0,-11.5
172,4.0,6.0,29.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,2.0,2.5
173,5.0,6.0,29.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,107.5,101.0
174,6.0,6.0,29.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,1.0,112.0,109.0
175,7.0,6.0,29.0,0.8941176470588236,0.8941176470588236,0.8941176470588236,1.0,-1.0,-4.5
176,8.0,6.0,29.0,0.8745098039215686,0.8745098039215686,0.8745098039215686,1.0,12.0,4.0
177,9.0,6.0,29.0,0.9882352941176472,0.9882352941176472,0.9882352941176472,1.0,-9.0,3.5
178,10.0,6.0,29.0,0.803921568627451,0.803921568627451,0.803921568627451,1.0,1.5,-11.5
179,11.0,6.0,29.0,1.0,1.0,1.0,1.0,-4.5,-115.0
180,12.0,6.0,29.0,0.7686274509803922,0.7686274509803922,0.7686274509803922,1.0,-6.5,-123.5
181,13.0,6.0,29.0,0.9490196078431372,0.9490196078431372,0.9490196078431372,1.0,27.0,-111.0
182,14.0,6.0,29.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,6.5,-96.0
183,15.0,6.0,29.0,1.0,1.0,1.0,1.0,-13.5,-104.0
184,16.0,6.0,29.0,0.8745098039215686,0.8745098039215686,0.8745098039215686,1.0,-6.0,-109.0
185,17.0,6.0,29.0,0.9529411764705882,0.9529411764705882,0.9529411764705882,1.0,15.0,-116.5
186,18.0,6.0,29.0,0.992156862745098,0.992156862745098,0.992156862745098,1.0,-16.0,11.0
187,19.0,6.0,29.0,0.8274509803921568,0.8274509803921568,0.8274509803921568,1.0,-12.0,-5.5
188,20.0,6.0,29.0,0.8980392156862745,0.8980392156862745,0.8980392156862745,1.0,9.5,4.5
189,21.0,6.0,29.0,0.9019607843137256,0.9019607843137256,0.9019607843137256,1.0,4.0,6.5
190,22.0,6.0,29.0,0.9294117647058824,0.9294117647058824,0.9294117647058824,1.0,-115.0,110.5
191,23.0,6.0,29.0,0.0,0.0,0.0,1.0,-118.5,118.0
192,24.0,6.0,29.0,0.0,0.0,0.0,1.0,0.0,-2.0
193,25.0,6.0,29.0,0.0,0.0,0.0,1.0,6.0,-3.0
194,26.0,6.0,29.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,5.5,0.0
195,27.0,6.0,29.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-1.0,0.0
196,0.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-10.0
197,1.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-5.0
198,2.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-3.0
199,3.0,7.0,29.0,0.0,0.0,0.0,1.0,2.5,5.0
200,4.0,7.0,29.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,101.0,94.5
201,5.0,7.0,29.0,0.792156862745098,0.792156862745098,0.792156862745098,1.0,106.5,102.5
202,6.0,7.0,29.0,0.8549019607843137,0.8549019607843137,0.8549019607843137,1.0,22.0,2.5
203,7.0,7.0,29.0,0.9647058823529412,0.9647058823529412,0.9647058823529412,1.0,14.5,-9.0
204,8.0,7.0,29.0,0.9686274509803922,0.9686274509803922,0.9686274509803922,1.0,2.0,-1.0
205,9.0,7.0,29.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,-15.5,-126.0
206,10.0,7.0,29.0,0.8470588235294118,0.8470588235294118,0.8470588235294118,1.0,-125.0,-98.0
207,11.0,7.0,29.0,0.0,0.0,0.0,1.0,-108.0,-124.5
208,12.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-94.0
209,13.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-121.0
210,14.0,7.0,29.0,0.0,0.0,0.0,1.0,4.0,-122.5
211,15.0,7.0,29.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,5.5,-123.0
212,16.0,7.0,29.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,3.0,-111.5
213,17.0,7.0,29.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,117.5,-121.5
214,18.0,7.0,29.0,0.9647058823529412,0.9647058823529412,0.9647058823529412,1.0,109.0,-122.5
215,19.0,7.0,29.0,0.9098039215686274,0.9098039215686274,0.9098039215686274,1.0,-2.0,-105.5
216,20.0,7.0,29.0,0.9490196078431372,0.9490196078431372,0.9490196078431372,1.0,5.0,9.5
217,21.0,7.0,29.0,0.9490196078431372,0.9490196078431372,0.9490196078431372,1.0,-10.5,0.5
218,22.0,7.0,29.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,-3.0,-13.5
219,23.0,7.0,29.0,0.9254901960784314,0.9254901960784314,0.9254901960784314,1.0,-110.5,115.5
220,24.0,7.0,29.0,0.0,0.0,0.0,1.0,-116.0,112.5
221,25.0,7.0,29.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,0.0,0.0
222,26.0,7.0,29.0,0.0,0.0,0.0,1.0,-2.0,-6.0
223,27.0,7.0,29.0,0.0,0.0,0.0,1.0,0.0,-5.5
224,0.0,8.0,29.0,0.0,0.0,0.0,1.0,6.0,9.0
225,1.0,8.0,29.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,0.0,0.0
226,2.0,8.0,29.0,0.0,0.0,0.0,1.0,2.0,0.0
227,3.0,8.0,29.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,99.5,5.5
228,4.0,8.0,29.0,0.7803921568627451,0.7803921568627451,0.7803921568627451,1.0,99.5,99.5
229,5.0,8.0,29.0,0.8196078431372549,0.8196078431372549,0.8196078431372549,1.0,15.5,5.0
230,6.0,8.0,29.0,0.9019607843137256,0.9019607843137256,0.9019607843137256,1.0,0.5,-8.0
231,7.0,8.0,29.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,-4.5,-14.0
232,8.0,8.0,29.0,0.8666666666666667,0.8666666666666667,0.8666666666666667,1.0,-105.0,-120.5
233,9.0,8.0,29.0,0.0,0.0,0.0,1.0,-106.0,-119.5
234,10.0,8.0,29.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,3.0,-102.5
235,11.0,8.0,29.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-0.5,1.0
236,12.0,8.0,29.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,-3.0,0.0
237,13.0,8.0,29.0,0.0,0.0,0.0,1.0,-1.5,0.0
238,14.0,8.0,29.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,4.5,1.0
239,15.0,8.0,29.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-2.5,-4.0
240,16.0,8.0,29.0,0.0,0.0,0.0,1.0,-4.5,-5.5
241,17.0,8.0,29.0,0.0,0.0,0.0,1.0,4.0,-3.5
242,18.0,8.0,29.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,0.0,-121.0
243,19.0,8.0,29.0,0.0,0.0,0.0,1.0,120.0,-116.0
244,20.0,8.0,29.0,0.9725490196078432,0.9725490196078432,0.9725490196078432,1.0,115.5,-120.5
245,21.0,8.0,29.0,0.9058823529411764,0.9058823529411764,0.9058823529411764,1.0,-19.0,-4.0
246,22.0,8.0,29.0,0.8235294117647058,0.8235294117647058,0.8235294117647058,1.0,0.0,17.0
247,23.0,8.0,29.0,0.9058823529411764,0.9058823529411764,0.9058823529411764,1.0,7.5,-12.5
248,24.0,8.0,29.0,0.8823529411764706,0.8823529411764706,0.8823529411764706,1.0,-115.5,125.0
249,25.0,8.0,29.0,0.0,0.0,0.0,1.0,-112.5,-2.0
250,26.0,8.0,29.0,0.0,0.0,0.0,1.0,0.0,2.5
251,27.0,8.0,29.0,0.0,0.0,0.0,1.0,0.0,11.5
252,0.0,9.0,29.0,0.0705882352941176,0.0705882352941176,0.0705882352941176,1.0,-18.0,6.5
253,1.0,9.0,29.0,0.0,0.0,0.0,1.0,-9.0,-3.0
254,2.0,9.0,29.0,0.0,0.0,0.0,1.0,5.5,13.0
255,3.0,9.0,29.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,102.0,111.0
256,4.0,9.0,29.0,0.8,0.8,0.8,1.0,100.5,16.5
257,5.0,9.0,29.0,0.8313725490196079,0.8313725490196079,0.8313725490196079,1.0,-1.0,23.0
258,6.0,9.0,29.0,0.792156862745098,0.792156862745098,0.792156862745098,1.0,3.0,0.0
259,7.0,9.0,29.0,0.8549019607843137,0.8549019607843137,0.8549019607843137,1.0,-98.0,6.5
260,8.0,9.0,29.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-103.5,-109.0
261,9.0,9.0,29.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,2.5,0.0
262,10.0,9.0,29.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-4.5,4.0
263,11.0,9.0,29.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,-5.5,-0.5
264,12.0,9.0,29.0,0.0,0.0,0.0,1.0,-1.0,-4.0
265,13.0,9.0,29.0,0.0,0.0,0.0,1.0,1.0,0.0
266,14.0,9.0,29.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,0.5
267,15.0,9.0,29.0,0.0,0.0,0.0,1.0,-1.0,-4.0
268,16.0,9.0,29.0,0.0,0.0,0.0,1.0,3.5,1.5
269,17.0,9.0,29.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,2.0,4.5
270,18.0,9.0,29.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-3.5,-4.0
271,19.0,9.0,29.0,0.0,0.0,0.0,1.0,-1.5,4.0
272,20.0,9.0,29.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,117.0,-118.5
273,21.0,9.0,29.0,0.9176470588235294,0.9176470588235294,0.9176470588235294,1.0,127.0,8.5
274,22.0,9.0,29.0,1.0,1.0,1.0,1.0,-11.5,19.0
275,23.0,9.0,29.0,0.8274509803921568,0.8274509803921568,0.8274509803921568,1.0,-2.5,9.5
276,24.0,9.0,29.0,0.9803921568627452,0.9803921568627452,0.9803921568627452,1.0,-105.5,-7.0
277,25.0,9.0,29.0,0.0,0.0,0.0,1.0,-122.5,114.5
278,26.0,9.0,29.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,11.5,0.0
279,27.0,9.0,29.0,0.0901960784313725,0.0901960784313725,0.0901960784313725,1.0,18.0,0.0
280,0.0,10.0,29.0,0.0509803921568627,0.0509803921568627,0.0509803921568627,1.0,-13.0,-9.0
281,1.0,10.0,29.0,0.0,0.0,0.0,1.0,6.5,0.0
282,2.0,10.0,29.0,0.1019607843137254,0.1019607843137254,0.1019607843137254,1.0,116.0,0.0
283,3.0,10.0,29.0,0.9098039215686274,0.9098039215686274,0.9098039215686274,1.0,103.0,101.0
284,4.0,10.0,29.0,0.9098039215686274,0.9098039215686274,0.9098039215686274,1.0,11.5,12.5
285,5.0,10.0,29.0,1.0,1.0,1.0,1.0,-1.0,-2.5
286,6.0,10.0,29.0,0.9019607843137256,0.9019607843137256,0.9019607843137256,1.0,-16.0,-4.0
287,7.0,10.0,29.0,0.8745098039215686,0.8745098039215686,0.8745098039215686,1.0,-113.5,-109.0
288,8.0,10.0,29.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-111.5,-0.5
289,9.0,10.0,29.0,0.0,0.0,0.0,1.0,7.0,-5.5
290,10.0,10.0,29.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,2.5,-5.5
