pixel_id,x,y,t,R,G,B,A,Gx,Gy
142,2.0,5.0,87.0,0.0,0.0,0.0,1.0,-1.5,-5.5
143,3.0,5.0,87.0,0.0,0.0,0.0,1.0,0.0,-5.5
144,4.0,5.0,87.0,0.0,0.0,0.0,1.0,5.5,4.5
145,5.0,5.0,87.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,56.5,55.5
146,6.0,5.0,87.0,0.4431372549019607,0.4431372549019607,0.4431372549019607,1.0,-5.5,75.5
147,7.0,5.0,87.0,0.0,0.0,0.0,1.0,-53.0,-8.0
148,8.0,5.0,87.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,60.0,5.5
149,9.0,5.0,87.0,0.4705882352941176,0.4705882352941176,0.4705882352941176,1.0,27.5,-5.5
150,10.0,5.0,87.0,0.2431372549019607,0.2431372549019607,0.2431372549019607,1.0,-57.0,-1.0
151,11.0,5.0,87.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,-31.0,98.5
152,12.0,5.0,87.0,0.0,0.0,0.0,1.0,11.0,0.0
153,13.0,5.0,87.0,0.1098039215686274,0.1098039215686274,0.1098039215686274,1.0,0.5,-5.0
154,14.0,5.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-11.5,3.0
155,15.0,5.0,87.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,1.5,36.5
156,16.0,5.0,87.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-1.5,-4.0
157,17.0,5.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,99.0,23.5
158,18.0,5.0,87.0,0.792156862745098,0.792156862745098,0.792156862745098,1.0,6.5,-1.5
159,19.0,5.0,87.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,-64.5,114.0
160,20.0,5.0,87.0,0.2862745098039215,0.2862745098039215,0.2862745098039215,1.0,-7.5,1.0
161,21.0,5.0,87.0,0.0,0.0,0.0,1.0,-36.0,0.0
162,22.0,5.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,98.0
163,23.0,5.0,87.0,0.0,0.0,0.0,1.0,-0.5,-5.5
164,24.0,5.0,87.0,0.0,0.0,0.0,1.0,1.5,0.5
165,25.0,5.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,0.5,-8.5
166,26.0,5.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,2.0,0.0
167,27.0,5.0,87.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,6.0,-3.0
168,0.0,6.0,87.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,-10.0,0.0
169,1.0,6.0,87.0,0.0,0.0,0.0,1.0,-2.5,-1.5
170,2.0,6.0,87.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.0,2.5
171,3.0,6.0,87.0,0.0,0.0,0.0,1.0,2.0,1.5
172,4.0,6.0,87.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,55.5,5.5
173,5.0,6.0,87.0,0.4352941176470588,0.4352941176470588,0.4352941176470588,1.0,71.5,-5.5
174,6.0,6.0,87.0,0.596078431372549,0.596078431372549,0.596078431372549,1.0,-55.5,-56.5
175,7.0,6.0,87.0,0.0,0.0,0.0,1.0,-68.5,55.0
176,8.0,6.0,87.0,0.0588235294117647,0.0588235294117647,0.0588235294117647,1.0,0.0,-3.5
177,9.0,6.0,87.0,0.0,0.0,0.0,1.0,-2.0,-60.0
178,10.0,6.0,87.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,98.5,-30.0
179,11.0,6.0,87.0,0.7725490196078432,0.7725490196078432,0.7725490196078432,1.0,-5.5,-3.0
180,12.0,6.0,87.0,0.0,0.0,0.0,1.0,-96.0,1.5
181,13.0,6.0,87.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,6.0,-5.5
182,14.0,6.0,87.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,37.0,-0.5
183,15.0,6.0,87.0,0.3098039215686274,0.3098039215686274,0.3098039215686274,1.0,-6.0,6.0
184,16.0,6.0,87.0,0.0,0.0,0.0,1.0,-11.5,-2.0
185,17.0,6.0,87.0,0.2196078431372549,0.2196078431372549,0.2196078431372549,1.0,0.0,-1.0
186,18.0,6.0,87.0,0.0,0.0,0.0,1.0,88.0,-99.5
187,19.0,6.0,87.0,0.9098039215686274,0.9098039215686274,0.9098039215686274,1.0,3.5,-6.0
188,20.0,6.0,87.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-115.0,-7.5
189,21.0,6.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,96.0,0.0
190,22.0,6.0,87.0,0.7803921568627451,0.7803921568627451,0.7803921568627451,1.0,-1.0,8.0
191,23.0,6.0,87.0,0.0,0.0,0.0,1.0,-99.0,6.0
192,24.0,6.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,0.0,2.0
193,25.0,6.0,87.0,0.0,0.0,0.0,1.0,-0.5,-0.5
194,26.0,6.0,87.0,0.0,0.0,0.0,1.0,0.0,-0.5
195,27.0,6.0,87.0,0.0,0.0,0.0,1.0,0.0,-3.5
196,0.0,7.0,87.0,0.0,0.0,0.0,1.0,0.0,-5.0
197,1.0,7.0,87.0,0.0,0.0,0.0,1.0,2.5,0.0
198,2.0,7.0,87.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,1.5,-2.5
199,3.0,7.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,3.0,0.0
200,4.0,7.0,87.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,-1.5,-1.5
201,5.0,7.0,87.0,0.0,0.0,0.0,1.0,-5.5,-50.0
202,6.0,7.0,87.0,0.0,0.0,0.0,1.0,55.0,28.0
203,7.0,7.0,87.0,0.4313725490196078,0.4313725490196078,0.4313725490196078,1.0,0.0,103.0
204,8.0,7.0,87.0,0.0,0.0,0.0,1.0,-55.0,-7.5
205,9.0,7.0,87.0,0.0,0.0,0.0,1.0,1.0,0.0
206,10.0,7.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,5.0
207,11.0,7.0,87.0,0.0,0.0,0.0,1.0,0.5,-97.0
208,12.0,7.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,8.5,1.5
209,13.0,7.0,87.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,-1.5,91.0
210,14.0,7.0,87.0,0.0,0.0,0.0,1.0,0.0,-6.0
211,15.0,7.0,87.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,0.0,-39.5
212,16.0,7.0,87.0,0.0,0.0,0.0,1.0,-8.5,0.0
213,17.0,7.0,87.0,0.0,0.0,0.0,1.0,1.5,-24.5
214,18.0,7.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,1.5,0.5
215,19.0,7.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,27.5,-116.0
216,20.0,7.0,87.0,0.2274509803921568,0.2274509803921568,0.2274509803921568,1.0,-1.5,94.0
217,21.0,7.0,87.0,0.0,0.0,0.0,1.0,-20.5,3.5
218,22.0,7.0,87.0,0.0666666666666666,0.0666666666666666,0.0666666666666666,1.0,6.0,-86.5
219,23.0,7.0,87.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,-6.5,0.5
220,24.0,7.0,87.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-5.0,-0.5
221,25.0,7.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,-2.0,1.0
222,26.0,7.0,87.0,0.0,0.0,0.0,1.0,-1.0,0.0
223,27.0,7.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0
224,0.0,8.0,87.0,0.0,0.0,0.0,1.0,0.0,10.5
225,1.0,8.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0
226,2.0,8.0,87.0,0.0,0.0,0.0,1.0,0.0,-2.5
227,3.0,8.0,87.0,0.0,0.0,0.0,1.0,3.0,7.5
228,4.0,8.0,87.0,0.0235294117647058,0.0235294117647058,0.0235294117647058,1.0,5.5,-1.0
229,5.0,8.0,87.0,0.0431372549019607,0.0431372549019607,0.0431372549019607,1.0,101.0,3.5
230,6.0,8.0,87.0,0.8156862745098039,0.8156862745098039,0.8156862745098039,1.0,97.5,1.0
231,7.0,8.0,87.0,0.807843137254902,0.807843137254902,0.807843137254902,1.0,-104.0,-55.0
232,8.0,8.0,87.0,0.0,0.0,0.0,1.0,-103.0,0.0
233,9.0,8.0,87.0,0.0,0.0,0.0,1.0,10.5,0.0
234,10.0,8.0,87.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,1.5,0.0
235,11.0,8.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-9.0,7.0
236,12.0,8.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,92.0,105.5
237,13.0,8.0,87.0,0.7333333333333333,0.7333333333333333,0.7333333333333333,1.0,-1.5,14.5
238,14.0,8.0,87.0,0.0,0.0,0.0,1.0,-93.5,34.5
239,15.0,8.0,87.0,0.0,0.0,0.0,1.0,0.0,29.0
240,16.0,8.0,87.0,0.0,0.0,0.0,1.0,3.5,82.5
241,17.0,8.0,87.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,0.5,100.5
242,18.0,8.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-3.5,97.5
243,19.0,8.0,87.0,0.0,0.0,0.0,1.0,97.0,-1.5
244,20.0,8.0,87.0,0.7647058823529411,0.7647058823529411,0.7647058823529411,1.0,4.5,-29.0
245,21.0,8.0,87.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-84.5,5.0
246,22.0,8.0,87.0,0.1019607843137254,0.1019607843137254,0.1019607843137254,1.0,-4.0,-7.0
247,23.0,8.0,87.0,0.0039215686274509,0.0039215686274509,0.0039215686274509,1.0,-13.0,-4.5
248,24.0,8.0,87.0,0.0,0.0,0.0,1.0,0.5,3.0
249,25.0,8.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,0.0,-1.0
250,26.0,8.0,87.0,0.0,0.0,0.0,1.0,-1.0,0.0
251,27.0,8.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0
252,0.0,9.0,87.0,0.0823529411764705,0.0823529411764705,0.0823529411764705,1.0,-21.0,0.0
253,1.0,9.0,87.0,0.0,0.0,0.0,1.0,-10.5,6.0
254,2.0,9.0,87.0,0.0,0.0,0.0,1.0,9.0,0.0
255,3.0,9.0,87.0,0.0705882352941176,0.0705882352941176,0.0705882352941176,1.0,4.5,0.0
256,4.0,9.0,87.0,0.0352941176470588,0.0352941176470588,0.0352941176470588,1.0,-5.5,-1.5
257,5.0,9.0,87.0,0.0274509803921568,0.0274509803921568,0.0274509803921568,1.0,-3.5,115.5
258,6.0,9.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,-3.5,-104.0
259,7.0,9.0,87.0,0.0,0.0,0.0,1.0,-1.0,18.0
260,8.0,9.0,87.0,0.0,0.0,0.0,1.0,0.0,1.5
261,9.0,9.0,87.0,0.0,0.0,0.0,1.0,1.0,2.5
262,10.0,9.0,87.0,0.0078431372549019,0.0078431372549019,0.0078431372549019,1.0,7.0,-8.5
263,11.0,9.0,87.0,0.0549019607843137,0.0549019607843137,0.0549019607843137,1.0,106.0,-1.5
264,12.0,9.0,87.0,0.8392156862745098,0.8392156862745098,0.8392156862745098,1.0,16.0,6.5
265,13.0,9.0,87.0,0.1803921568627451,0.1803921568627451,0.1803921568627451,1.0,-72.5,-89.5
266,14.0,9.0,87.0,0.2705882352941176,0.2705882352941176,0.2705882352941176,1.0,14.5,119.0
267,15.0,9.0,87.0,0.2941176470588235,0.2941176470588235,0.2941176470588235,1.0,48.0,46.5
268,16.0,9.0,87.0,0.6470588235294118,0.6470588235294118,0.6470588235294118,1.0,63.0,0.5
269,17.0,9.0,87.0,0.788235294117647,0.788235294117647,0.788235294117647,1.0,16.5,-3.5
270,18.0,9.0,87.0,0.7764705882352941,0.7764705882352941,0.7764705882352941,1.0,-100.5,99.5
271,19.0,9.0,87.0,0.0,0.0,0.0,1.0,-99.0,3.5
272,20.0,9.0,87.0,0.0,0.0,0.0,1.0,5.0,-96.5
273,21.0,9.0,87.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,1.5,1.5
274,22.0,9.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-3.5,-10.0
275,23.0,9.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,3.5,5.5
276,24.0,9.0,87.0,0.0392156862745098,0.0392156862745098,0.0392156862745098,1.0,-1.5,1.5
277,25.0,9.0,87.0,0.0,0.0,0.0,1.0,-5.0,0.5
278,26.0,9.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0
279,27.0,9.0,87.0,0.0,0.0,0.0,1.0,0.0,0.0
280,0.0,10.0,87.0,0.0,0.0,0.0,1.0,12.0,-10.5
281,1.0,10.0,87.0,0.0470588235294117,0.0470588235294117,0.0470588235294117,1.0,0.0,7.5
282,2.0,10.0,87.0,0.0,0.0,0.0,1.0,-6.0,6.5
283,3.0,10.0,87.0,0.0,0.0,0.0,1.0,1.5,-9.0
284,4.0,10.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,121.0,-2.5
285,5.0,10.0,87.0,0.9490196078431372,0.9490196078431372,0.9490196078431372,1.0,-1.5,-1.0
286,6.0,10.0,87.0,0.0,0.0,0.0,1.0,0.0,-1.0
287,7.0,10.0,87.0,0.9490196078431372,0.9490196078431372,0.9490196078431372,1.0,1.5,0.0
288,8.0,10.0,87.0,0.0117647058823529,0.0117647058823529,0.0117647058823529,1.0,-118.5,3.5
289,9.0,10.0,87.0,0.0196078431372549,0.0196078431372549,0.0196078431372549,1.0,0.5,3.5
290,10.0,10.0,87.0,0.0156862745098039,0.0156862745098039,0.0156862745098039,1.0,-2.5,2.0
291,11.0,10.0,87.0,0.0,0.0,0.0,1.0,6.0,-1.5
292,12.0,10.0,87.0,0.0627450980392156,0.0627450980392156,0.0627450980392156,1.0,4.0,-107.0
293,13.0,10.0,87.0,0.0313725490196078,0.0313725490196078,0.0313725490196078,1.0,111.0,-23.0
294,14.0,10.0,87.0,0.9333333333333332,0.9333333333333332,0.9333333333333332,1.0,42.5,-34.5
295,15.0,10.0,87.0,0.3647058823529411,0.3647058823529411,0.3647058823529411,1.0,-118.5,70.5
